id,url,header,address,area,rooms,bathrooms,garages,amenities,price,condo,crawler,crawled_at
2553665955,https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-madalena-bairros-campinas-com-garagem-131m2-aluguel-RS6500-id-2553665955/,"Apartamento com 3 Quartos para Aluguel, 131m²","Avenida Doutor José Bonifácio Coutinho Nogueira, 255 - Jardim Madalena, Campinas - SP",131,3 Quartos,5 Banheiros,2 Vagas,"Varanda
Churrasqueira
Elevador",R$ 6.500 /mês,R$ 1.281,Campinas,2022-05-11 22:33
2555149142,https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-nova-europa-bairros-campinas-com-garagem-62m2-aluguel-RS1700-id-2555149142/,"Apartamento com 3 Quartos para Aluguel, 62m²","Rua Manoel Sylvestre de Freitas Filho, 1224 - Jardim Nova Europa, Campinas - SP",62,3 Quartos,2 Banheiros,1 Vaga,"Playground
Varanda
Cozinha",R$ 1.700 /mês,R$ 325,Campinas,2022-05-11 22:33
2559282201,https://www.vivareal.com.br/imovel/apartamento-1-quartos-cambui-bairros-campinas-com-garagem-40m2-aluguel-RS2550-id-2559282201/,"Apartamento com Quarto para Aluguel, 40m²","Rua Emília Paiva Meira, 174 - Cambuí, Campinas - SP",40,1 Quarto,1 Banheiro,1 Vaga,"Piscina
Churrasqueira
Varanda gourmet
Lavanderia
Piscina para adulto
...",R$ 2.550 /mês,R$ 727,Campinas,2022-05-11 22:33
2560265253,https://www.vivareal.com.br/imovel/apartamento-3-quartos-mansoes-santo-antonio-bairros-campinas-com-garagem-72m2-venda-RS450000-id-2560265253/,Apartamento com 3 Quartos para Venda/Aluguel 72m²,"Rua Hermantino Coelho, 195 - Mansões Santo Antônio, Campinas - SP",72,3 Quartos,2 Banheiros,1 Vaga,"Piscina
Varanda
Academia
Espaço gourmet
Ar-condicionado
...","R$ 2.400 /mês
R$ 450.000",R$ 615,Campinas,2022-05-11 22:33
2513921286,https://www.vivareal.com.br/imovel/apartamento-1-quartos-parque-das-universidades-bairros-campinas-com-garagem-12m2-aluguel-RS1350-id-2513921286/,"Apartamento com Quarto para Aluguel, 12m²","Rua Agostinho Zechin - Parque das Universidades, Campinas - SP",12,1 Quarto,1 Banheiro,1 Vaga,"Lavanderia
Condomínio fechado
Conexão à internet
Mobiliado",R$ 1.350 /mês,,Campinas,2022-05-11 22:33
2561191715,https://www.vivareal.com.br/imovel/apartamento-4-quartos-vila-itapura-bairros-campinas-com-garagem-150m2-aluguel-RS2000-id-2561191715/,"Apartamento com 4 Quartos para Aluguel, 150m²","Rua José Paulino, 1875 - Vila Itapura, Campinas - SP",150,4 Quartos,1 Banheiro,2 Vagas,"Piscina
Elevador
Academia
Aceita animais
Espaço gourmet
...",R$ 2.000 /mês,R$ 1.400,Campinas,2022-05-11 22:33
2552690000,https://www.vivareal.com.br/imovel/apartamento-1-quartos-vila-industrial-bairros-campinas-com-garagem-37m2-venda-RS210000-id-2552690000/,Apartamento com Quarto para Venda/Aluguel 37m²,"Vila Industrial, Campinas - SP",37,1 Quarto,1 Banheiro,1 Vaga,"Cozinha
Elevador
Interfone
Lavanderia
Varanda","R$ 1.350 /mês
R$ 210.000",,Campinas,2022-05-11 22:33
2550429117,https://www.vivareal.com.br/imovel/apartamento-1-quartos-centro-bairros-campinas-com-garagem-30m2-aluguel-RS490-id-2550429117/,"Apartamento com Quarto para Aluguel, 30m²","Rua Regente Feijó, 410 - Centro, Campinas - SP",30,1 Quarto,1 Banheiro,1 Vaga,"Copa
Elevador
Cozinha",R$ 490 /mês,R$ 410,Campinas,2022-05-11 22:33
2554516497,https://www.vivareal.com.br/imovel/apartamento-2-quartos-vila-marieta-bairros-campinas-com-garagem-45m2-venda-RS280000-id-2554516497/,Apartamento com 2 Quartos para Venda/Aluguel 45m²,"Avenida Washington Luís, 4600 - Vila Marieta, Campinas - SP",45,2 Quartos,1 Banheiro,1 Vaga,"Playground
Churrasqueira
Garagem
Varanda gourmet","R$ 1.400 /mês
R$ 280.000",R$ 260,Campinas,2022-05-11 22:33
2555407567,https://www.vivareal.com.br/imovel/apartamento-2-quartos-centro-bairros-campinas-88m2-aluguel-RS1450-id-2555407567/,"Apartamento com 2 Quartos para Aluguel, 88m²","Avenida Andrade Neves, 290 - Centro, Campinas - SP",88,2 Quartos,1 Banheiro,-- Vaga,Aceita animais,R$ 1.450 /mês,R$ 495,Campinas,2022-05-11 22:33
2559413742,https://www.vivareal.com.br/imovel/apartamento-3-quartos-cambui-bairros-campinas-com-garagem-115m2-venda-RS550000-id-2559413742/,Apartamento com 3 Quartos para Venda/Aluguel 115m²,"Cambuí, Campinas - SP",115,3 Quartos,3 Banheiros,1 Vaga,"Cozinha
Lavanderia
TV a cabo
Área de serviço","R$ 1.000 /mês
R$ 550.000",R$ 1.000,Campinas,2022-05-11 22:33
2558823809,https://www.vivareal.com.br/imovel/apartamento-2-quartos-parque-taquaral-bairros-campinas-com-garagem-106m2-aluguel-RS2000-id-2558823809/,"Apartamento com 2 Quartos para Aluguel, 106m²","Parque Taquaral, Campinas - SP",106,2 Quartos,1 Banheiro,1 Vaga,,R$ 2.000 /mês,,Campinas,2022-05-11 22:33
2556053540,https://www.vivareal.com.br/imovel/apartamento-2-quartos-cidade-satelite-iris-bairros-campinas-com-garagem-49m2-aluguel-RS900-id-2556053540/,"Apartamento com 2 Quartos para Aluguel, 49m²","Cidade Satélite Íris, Campinas - SP",49,2 Quartos,1 Banheiro,1 Vaga,"Condomínio fechado
Vista para o mar",R$ 900 /mês,,Campinas,2022-05-11 22:33
2561190650,https://www.vivareal.com.br/imovel/apartamento-1-quartos-cambui-bairros-campinas-com-garagem-65m2-aluguel-RS1200-id-2561190650/,"Apartamento com Quarto para Aluguel, 65m²","Rua Alecrins, 246 - Cambuí, Campinas - SP",65,1 Quarto,2 Banheiros,1 Vaga,"Piscina
Churrasqueira
Elevador
Ar-condicionado
Jardim
...",R$ 1.200 /mês,R$ 700,Campinas,2022-05-11 22:33
2527364182,https://www.vivareal.com.br/imovel/apartamento-2-quartos-sao-bernardo-bairros-campinas-com-garagem-60m2-aluguel-RS1200-id-2527364182/,"Apartamento com 2 Quartos para Aluguel, 60m²","Rua Doutor Cassiano Gonzaga, 672 - São Bernardo, Campinas - SP",60,2 Quartos,1 Banheiro,1 Vaga,"Piscina
Condomínio fechado
Aceita animais
Jardim
Portaria 24h
...",R$ 1.200 /mês,R$ 472,Campinas,2022-05-11 22:33
2560601095,https://www.vivareal.com.br/imovel/apartamento-3-quartos-parque-prado-bairros-campinas-com-garagem-75m2-venda-RS520000-id-2560601095/,Apartamento com 3 Quartos para Venda/Aluguel 75m²,"Parque Prado, Campinas - SP",75,3 Quartos,2 Banheiros,1 Vaga,,"R$ 2.800 /mês
R$ 520.000",R$ 536,Campinas,2022-05-11 22:33
2508223294,https://www.vivareal.com.br/imovel/apartamento-2-quartos-centro-bairros-campinas-com-garagem-82m2-aluguel-RS900-id-2508223294/,"Apartamento com 2 Quartos para Aluguel, 82m²","Rua Doutor Quirino - Centro, Campinas - SP",82,2 Quartos,2 Banheiros,1 Vaga,,R$ 900 /mês,R$ 613,Campinas,2022-05-11 22:33
2556498434,https://www.vivareal.com.br/imovel/apartamento-3-quartos-cambui-bairros-campinas-com-garagem-85m2-aluguel-RS2500-id-2556498434/,"Apartamento com 3 Quartos para Aluguel, 85m²","Cambuí, Campinas - SP",85,3 Quartos,3 Banheiros,2 Vagas,,R$ 2.500 /mês,R$ 1.193,Campinas,2022-05-11 22:33
2550456978,https://www.vivareal.com.br/imovel/apartamento-4-quartos-cambui-bairros-campinas-com-garagem-220m2-aluguel-RS8000-id-2550456978/,"Apartamento com 4 Quartos para Aluguel, 220m²","Rua Santo Antônio - Cambuí, Campinas - SP",220,4 Quartos,4 Banheiros,5 Vagas,"Piscina
Churrasqueira
Varanda
Academia
Ar-condicionado
...",R$ 8.000 /mês,R$ 2.200,Campinas,2022-05-11 22:33
2561128253,https://www.vivareal.com.br/imovel/apartamento-3-quartos-mansoes-santo-antonio-bairros-campinas-com-garagem-75m2-aluguel-RS2200-id-2561128253/,"Apartamento com 3 Quartos para Aluguel, 75m²","Rua Egle Moretti Belintani, 33 - Mansões Santo Antônio, Campinas - SP",75,3 Quartos,2 Banheiros,2 Vagas,Varanda gourmet,R$ 2.200 /mês,R$ 600,Campinas,2022-05-11 22:33
2560894888,https://www.vivareal.com.br/imovel/apartamento-3-quartos-cambui-bairros-campinas-com-garagem-160m2-aluguel-RS6300-id-2560894888/,"Apartamento com 3 Quartos para Aluguel, 160m²","Rua Antônio Lapa, 343 - Cambuí, Campinas - SP",160,3 Quartos,4 Banheiros,3 Vagas,"Piscina para adulto
Varanda gourmet
Academia
Lavanderia
Piscina",R$ 6.300 /mês,R$ 995,Campinas,2022-05-11 22:33
2558426499,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-florence-bairros-campinas-com-garagem-48m2-aluguel-RS920-id-2558426499/,"Apartamento com 2 Quartos para Aluguel, 48m²","Avenida Doutora Zilda Arns Neumann - Jardim Florence, Campinas - SP",48,2 Quartos,1 Banheiro,1 Vaga,"Churrasqueira
Playground
Elevador
Salão de festas
Portão eletrônico",R$ 920 /mês,,Campinas,2022-05-11 22:33
2560147031,https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-novo-cambui-bairros-campinas-com-garagem-87m2-venda-RS550000-id-2560147031/,Apartamento com 3 Quartos para Venda/Aluguel 87m²,"Jardim Novo Cambuí, Campinas - SP",87,3 Quartos,3 Banheiros,2 Vagas,"Condomínio fechado
Elevador
Interfone
Piscina
Área de serviço","R$ 1.850 /mês
R$ 550.000",R$ 598,Campinas,2022-05-11 22:33
2558017055,https://www.vivareal.com.br/imovel/apartamento-1-quartos-cambui-bairros-campinas-com-garagem-45m2-aluguel-RS900-id-2558017055/,"Apartamento com Quarto para Aluguel, 45m²","Rua Major Solon - Cambuí, Campinas - SP",45,1 Quarto,1 Banheiro,1 Vaga,Segurança 24h,R$ 900 /mês,R$ 590,Campinas,2022-05-11 22:33
2560440841,https://www.vivareal.com.br/imovel/apartamento-2-quartos-centro-bairros-campinas-com-garagem-80m2-aluguel-RS1100-id-2560440841/,"Apartamento com 2 Quartos para Aluguel, 80m²","Rua Dez de Setembro, 147 - Centro, Campinas - SP",80,2 Quartos,2 Banheiros,2 Vagas,"Condomínio fechado
Área de serviço",R$ 1.100 /mês,R$ 320,Campinas,2022-05-11 22:33
2559283441,https://www.vivareal.com.br/imovel/apartamento-3-quartos-vila-brandina-bairros-campinas-com-garagem-132m2-aluguel-RS13000-id-2559283441/,"Apartamento com 3 Quartos para Aluguel, 132m²","Vila Brandina, Campinas - SP",132,3 Quartos,3 Banheiros,2 Vagas,"Piscina
Mobiliado
Churrasqueira
Varanda
Academia
...",R$ 13.000 /mês,R$ 1.050,Campinas,2022-05-11 22:33
2559840385,https://www.vivareal.com.br/imovel/apartamento-3-quartos-fazenda-santa-candida-bairros-campinas-com-garagem-111m2-aluguel-RS3600-id-2559840385/,"Apartamento com 3 Quartos para Aluguel, 111m²","Rua Arquiteto José Augusto Silva - Fazenda Santa Cândida, Campinas - SP",111,3 Quartos,2 Banheiros,3 Vagas,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Academia
...",R$ 3.600 /mês,R$ 500,Campinas,2022-05-11 22:33
2555779415,https://www.vivareal.com.br/imovel/apartamento-2-quartos-cambui-bairros-campinas-com-garagem-70m2-aluguel-RS3500-id-2555779415/,"Apartamento com 2 Quartos para Aluguel, 70m²","Cambuí, Campinas - SP",70,2 Quartos,2 Banheiros,2 Vagas,"Piscina
Elevador
Academia
Ar-condicionado
Área de serviço
...",R$ 3.500 /mês,R$ 730,Campinas,2022-05-11 22:33
2555971230,https://www.vivareal.com.br/imovel/apartamento-2-quartos-swift-bairros-campinas-com-garagem-60m2-venda-RS480000-id-2555971230/,Apartamento com 2 Quartos à Venda/Aluguel 60m²,"Rua Martinho Calsavara - Swift, Campinas - SP",60,2 Quartos,2 Banheiros,1 Vaga,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Academia
...","R$ 2.100 /mês
R$ 480.000",R$ 392,Campinas,2022-05-11 22:33
2554705516,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-von-zuben-bairros-campinas-com-garagem-60m2-aluguel-RS850-id-2554705516/,"Apartamento com 2 Quartos para Aluguel, 60m²","Avenida Engenheiro Antônio Francisco de Paula Souza, 3007 - Jardim Von Zuben, Campinas - SP",60,2 Quartos,1 Banheiro,1 Vaga,"Piscina
Churrasqueira
Condomínio fechado
Academia",R$ 850 /mês,R$ 435,Campinas,2022-05-11 22:33
2559397687,https://www.vivareal.com.br/imovel/apartamento-2-quartos-cambui-bairros-campinas-com-garagem-70m2-aluguel-RS3800-id-2559397687/,"Apartamento com 2 Quartos para Aluguel, 70m²","Rua Doutor José Teodoro de Lima, 66 - Cambuí, Campinas - SP",70,2 Quartos,2 Banheiros,2 Vagas,,R$ 3.800 /mês,R$ 860,Campinas,2022-05-11 22:33
2562168968,https://www.vivareal.com.br/imovel/apartamento-3-quartos-swift-bairros-campinas-com-garagem-87m2-venda-RS670000-id-2562168968/,Apartamento com 3 Quartos à Venda/Aluguel 87m²,"Rua Engenheiro Augusto de Figueiredo - Swift, Campinas - SP",87,3 Quartos,2 Banheiros,2 Vagas,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Academia
...","R$ 3.100 /mês
R$ 670.000",R$ 670,Campinas,2022-05-11 22:33
2552507098,https://www.vivareal.com.br/imovel/apartamento-3-quartos-cambui-bairros-campinas-com-garagem-115m2-aluguel-RS6490-id-2552507098/,"Apartamento com 3 Quartos para Aluguel, 115m²","Rua José Villagelin Júnior, 93 - Cambuí, Campinas - SP",115,3 Quartos,4 Banheiros,2 Vagas,"Piscina
Churrasqueira
Condomínio fechado
Academia
Aceita animais
...",R$ 6.490 /mês,R$ 1.150,Campinas,2022-05-11 22:33
2556725019,https://www.vivareal.com.br/imovel/apartamento-3-quartos-loteamento-residencial-vila-bella-bairros-campinas-com-garagem-181m2-aluguel-RS10000-id-2556725019/,"Apartamento com 3 Quartos para Aluguel, 181m²","Loteamento Residencial Vila Bella, Campinas - SP",181,3 Quartos,5 Banheiros,3 Vagas,,R$ 10.000 /mês,R$ 1.795,Campinas,2022-05-11 22:33
2561433664,https://www.vivareal.com.br/imovel/apartamento-2-quartos-cambui-bairros-campinas-com-garagem-58m2-aluguel-RS3590-id-2561433664/,"Apartamento com 2 Quartos para Aluguel, 58m²","Rua Santa Cruz, 333 - Cambuí, Campinas - SP",58,2 Quartos,2 Banheiros,2 Vagas,"Piscina
Mobiliado
Churrasqueira
Elevador
Varanda
...",R$ 3.590 /mês,R$ 590,Campinas,2022-05-11 22:33
2557988488,https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-flamboyant-bairros-campinas-com-garagem-71m2-venda-RS260000-id-2557988488/,Apartamento com 3 Quartos para Venda/Aluguel 71m²,"Rua Presidente Prudente, 420 - Jardim Flamboyant, Campinas - SP",71,3 Quartos,2 Banheiros,1 Vaga,"Cozinha
Interfone
Lavanderia
TV a cabo
Área de serviço","R$ 1.300 /mês
R$ 260.000",R$ 350,Campinas,2022-05-11 22:33
2531161180,https://www.vivareal.com.br/imovel/apartamento-2-quartos-ponte-preta-bairros-campinas-com-garagem-70m2-aluguel-RS1390-id-2531161180/,"Apartamento com 2 Quartos para Aluguel, 70m²","Rua Floriano Camargo Penteado, 365 - Ponte Preta, Campinas - SP",70,2 Quartos,2 Banheiros,2 Vagas,Varanda,R$ 1.390 /mês,R$ 660,Campinas,2022-05-11 22:33
2561417619,https://www.vivareal.com.br/imovel/apartamento-1-quartos-centro-bairros-campinas-com-garagem-40m2-aluguel-RS2100-id-2561417619/,"Apartamento com Quarto para Aluguel, 40m²","Centro, Campinas - SP",40,1 Quarto,1 Banheiro,1 Vaga,"Piscina
Churrasqueira
Elevador
Varanda
Ar-condicionado
...",R$ 2.100 /mês,R$ 550,Campinas,2022-05-11 22:33
2561660548,https://www.vivareal.com.br/imovel/apartamento-4-quartos-mansoes-santo-antonio-bairros-campinas-com-garagem-109m2-aluguel-RS3500-id-2561660548/,"Apartamento com 4 Quartos para Aluguel, 109m²","Rua Jasmim, 850 - Mansões Santo Antônio, Campinas - SP",109,4 Quartos,3 Banheiros,2 Vagas,"Piscina
Academia
Playground
Varanda gourmet
Lavanderia
...",R$ 3.500 /mês,R$ 990,Campinas,2022-05-11 22:33
2561527394,https://www.vivareal.com.br/imovel/apartamento-3-quartos-mansoes-santo-antonio-bairros-campinas-com-garagem-79m2-aluguel-RS2700-id-2561527394/,"Apartamento com 3 Quartos para Aluguel, 79m²","Rua Nelson Alaite, 71 - Mansões Santo Antônio, Campinas - SP",79,3 Quartos,2 Banheiros,2 Vagas,"Piscina
Churrasqueira
Academia
Garagem
Varanda gourmet
...",R$ 2.700 /mês,R$ 750,Campinas,2022-05-11 22:33
2551053764,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-antonio-von-zuben-bairros-campinas-com-garagem-50m2-aluguel-RS1600-id-2551053764/,"Apartamento com 2 Quartos para Aluguel, 50m²","Avenida Engenheiro Antônio Francisco de Paula Souza, 2601 - Jardim Antonio Von Zuben, Campinas - SP",50,2 Quartos,1 Banheiro,1 Vaga,"Playground
Churrasqueira
Mobiliado",R$ 1.600 /mês,R$ 360,Campinas,2022-05-11 22:33
2558118684,https://www.vivareal.com.br/imovel/apartamento-3-quartos-swiss-park-bairros-campinas-com-garagem-91m2-aluguel-RS4860-id-2558118684/,"Apartamento com 3 Quartos para Aluguel, 91m²","Avenida Dermival Bernardes Siqueira, 2175 - Swiss Park, Campinas - SP",91,3 Quartos,3 Banheiros,2 Vagas,"Churrasqueira
Academia",R$ 4.860 /mês,R$ 600,Campinas,2022-05-11 22:33
2558005416,https://www.vivareal.com.br/imovel/apartamento-2-quartos-cambui-bairros-campinas-com-garagem-61m2-venda-RS610000-id-2558005416/,Apartamento com 2 Quartos para Venda/Aluguel 61m²,"Rua Hildebrando Siqueira, 32 - Cambuí, Campinas - SP",61,2 Quartos,2 Banheiros,2 Vagas,"Varanda
Churrasqueira","R$ 2.400 /mês
R$ 610.000",R$ 893,Campinas,2022-05-11 22:33
2556242733,https://www.vivareal.com.br/imovel/apartamento-3-quartos-botafogo-bairros-campinas-com-garagem-90m2-aluguel-RS1900-id-2556242733/,"Apartamento com 3 Quartos para Aluguel, 90m²","Rua Comendador Luiz José Pereira de Queiroz - Botafogo, Campinas - SP",90,3 Quartos,3 Banheiros,1 Vaga,"Piscina
Churrasqueira
Varanda
Playground
Interfone
...",R$ 1.900 /mês,R$ 640,Campinas,2022-05-11 22:33
2553380757,https://www.vivareal.com.br/imovel/apartamento-2-quartos-taquaral-bairros-campinas-com-garagem-87m2-aluguel-RS2700-id-2553380757/,"Apartamento com 2 Quartos para Aluguel, 87m²","Rua Otávio Machado, 225 - Taquaral, Campinas - SP",87,2 Quartos,3 Banheiros,2 Vagas,"Piscina
Churrasqueira
Academia
Playground
Varanda gourmet
...",R$ 2.700 /mês,R$ 520,Campinas,2022-05-11 22:33
2544695499,https://www.vivareal.com.br/imovel/apartamento-1-quartos-centro-bairros-campinas-com-garagem-62m2-venda-RS230000-id-2544695499/,Apartamento com Quarto para Venda/Aluguel 62m²,"Rua Doutor Quirino, 533 - Centro, Campinas - SP",62,1 Quarto,2 Banheiros,1 Vaga,Elevador,"R$ 650 /mês
R$ 230.000",R$ 720,Campinas,2022-05-11 22:33
2558376500,https://www.vivareal.com.br/imovel/apartamento-3-quartos-cambui-bairros-campinas-com-garagem-99m2-venda-RS700000-id-2558376500/,Apartamento com 3 Quartos para Venda/Aluguel 99m²,"Cambuí, Campinas - SP",99,3 Quartos,3 Banheiros,1 Vaga,,"R$ 1.800 /mês
R$ 700.000",R$ 1.050,Campinas,2022-05-11 22:33
2560198572,https://www.vivareal.com.br/imovel/apartamento-1-quartos-cambui-bairros-campinas-com-garagem-53m2-aluguel-RS2000-id-2560198572/,"Apartamento com Quarto para Aluguel, 53m²","Rua Major Solon, 311 - Cambuí, Campinas - SP",53,1 Quarto,1 Banheiro,1 Vaga,,R$ 2.000 /mês,R$ 432,Campinas,2022-05-11 22:33
2560921260,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-paulistano-bairros-campinas-com-garagem-55m2-aluguel-RS1600-id-2560921260/,"Apartamento com 2 Quartos para Aluguel, 55m²","Rua Lino Guedes, 35 - Jardim Paulistano, Campinas - SP",55,2 Quartos,1 Banheiro,1 Vaga,"Playground
Piscina para adulto
Churrasqueira
Piscina",R$ 1.600 /mês,R$ 540,Campinas,2022-05-11 22:33
2560817567,https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-leonor-bairros-campinas-com-garagem-76m2-venda-RS420000-id-2560817567/,Apartamento com 3 Quartos para Venda/Aluguel 76m²,"Rua Clodomiro Franco A. Júnior, 463 - Jardim Leonor, Campinas - SP",76,3 Quartos,2 Banheiros,1 Vaga,"Churrasqueira
Varanda
Playground
Salão de festas
Interfone
...","R$ 1.500 /mês
R$ 420.000",R$ 540,Campinas,2022-05-11 22:33
2526128075,https://www.vivareal.com.br/imovel/apartamento-3-quartos-loteamento-country-ville-bairros-campinas-com-garagem-65m2-aluguel-RS750-id-2526128075/,"Apartamento com 3 Quartos para Aluguel, 65m²","Rua Doutor José Almeida Carvalho, 27 - Loteamento Country Ville, Campinas - SP",65,3 Quartos,1 Banheiro,1 Vaga,"Condomínio fechado
Portão eletrônico
Portaria 24h",R$ 750 /mês,R$ 444,Campinas,2022-05-11 22:33
2549685468,https://www.vivareal.com.br/imovel/apartamento-1-quartos-centro-bairros-campinas-55m2-aluguel-RS800-id-2549685468/,"Apartamento com Quarto para Aluguel, 55m²","Rua Sacramento, 481 - Centro, Campinas - SP",55,1 Quarto,1 Banheiro,-- Vaga,"Mobiliado
Churrasqueira
Aceita animais
Espaço gourmet
Ar-condicionado
...",R$ 800 /mês,R$ 450,Campinas,2022-05-11 22:33
2554162075,https://www.vivareal.com.br/imovel/apartamento-1-quartos-centro-bairros-campinas-30m2-aluguel-RS600-id-2554162075/,"Apartamento com Quarto para Aluguel, 30m²","Rua José Paulino, 2212 - Centro, Campinas - SP",30,1 Quarto,1 Banheiro,-- Vaga,"Cozinha
Elevador
Área de serviço",R$ 600 /mês,R$ 275,Campinas,2022-05-11 22:33
2561716482,https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-flamboyant-bairros-campinas-com-garagem-75m2-aluguel-RS1200-id-2561716482/,"Apartamento com 3 Quartos para Aluguel, 75m²","Avenida José Bonifácio, 1025 - Jardim Flamboyant, Campinas - SP",75,3 Quartos,2 Banheiros,1 Vaga,"Varanda
Interfone",R$ 1.200 /mês,R$ 597,Campinas,2022-05-11 22:33
2560614035,https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-chapadao-bairros-campinas-com-garagem-85m2-aluguel-RS1600-id-2560614035/,"Apartamento com 3 Quartos para Aluguel, 85m²","Avenida João Erbolato, 811 - Jardim Chapadão, Campinas - SP",85,3 Quartos,2 Banheiros,2 Vagas,Cozinha,R$ 1.600 /mês,R$ 270,Campinas,2022-05-11 22:33
2556193606,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-sao-gabriel-bairros-campinas-com-garagem-43m2-venda-RS240000-id-2556193606/,Apartamento com 2 Quartos para Venda/Aluguel 43m²,"Rua José Martins Lourenço - Jardim São Gabriel, Campinas - SP",43,2 Quartos,1 Banheiro,1 Vaga,"Churrasqueira
Condomínio fechado
Área de serviço
Quadra poliesportiva
Cozinha
...","R$ 1.200 /mês
R$ 240.000",R$ 260,Campinas,2022-05-11 22:33
2560365834,https://www.vivareal.com.br/imovel/apartamento-3-quartos-cambui-bairros-campinas-com-garagem-105m2-aluguel-RS3100-id-2560365834/,"Apartamento com 3 Quartos para Aluguel, 105m²","Rua dos Bandeirantes - Cambuí, Campinas - SP",105,3 Quartos,3 Banheiros,3 Vagas,"Playground
Piscina infantil
Salão de festas
Lavanderia
Segurança 24h
...",R$ 3.100 /mês,R$ 840,Campinas,2022-05-11 22:33
2560631185,https://www.vivareal.com.br/imovel/apartamento-2-quartos-parque-brasilia-bairros-campinas-com-garagem-63m2-aluguel-RS2200-id-2560631185/,"Apartamento com 2 Quartos para Aluguel, 63m²","Avenida Doutor Bernardo Kaplan, 123 - Parque Brasília, Campinas - SP",63,2 Quartos,2 Banheiros,1 Vaga,Varanda gourmet,R$ 2.200 /mês,R$ 590,Campinas,2022-05-11 22:33
2556673442,https://www.vivareal.com.br/imovel/apartamento-1-quartos-vila-industrial-bairros-campinas-com-garagem-49m2-aluguel-RS600-id-2556673442/,"Apartamento com Quarto para Aluguel, 49m²","Vila Industrial, Campinas - SP",49,1 Quarto,1 Banheiro,1 Vaga,"Bicicletário
Elevador
Portaria 24h
Portão eletrônico
Aceita animais",R$ 600 /mês,R$ 320,Campinas,2022-05-11 22:34
2561183470,https://www.vivareal.com.br/imovel/apartamento-2-quartos-cambui-bairros-campinas-com-garagem-86m2-aluguel-RS1800-id-2561183470/,"Apartamento com 2 Quartos para Aluguel, 86m²","Rua Olavo Bilac, 459 - Cambuí, Campinas - SP",86,2 Quartos,2 Banheiros,1 Vaga,Elevador,R$ 1.800 /mês,R$ 750,Campinas,2022-05-11 22:34
2561097282,https://www.vivareal.com.br/imovel/apartamento-3-quartos-fazenda-sao-quirino-bairros-campinas-com-garagem-106m2-venda-RS1580000-id-2561097282/,Apartamento com 3 Quartos para Venda/Aluguel 106m²,"Fazenda São Quirino, Campinas - SP",106,3 Quartos,3 Banheiros,2 Vagas,"Mobiliado
Churrasqueira
Condomínio fechado
Ar-condicionado
Área de serviço
...","R$ 7.200 /mês
R$ 1.580.000",R$ 1.300,Campinas,2022-05-11 22:34
2558369485,https://www.vivareal.com.br/imovel/apartamento-2-quartos-ponte-preta-bairros-campinas-com-garagem-66m2-aluguel-RS2500-id-2558369485/,"Apartamento com 2 Quartos para Aluguel, 66m²","Rua da Abolição, 1000 - Ponte Preta, Campinas - SP",66,2 Quartos,2 Banheiros,1 Vaga,"Varanda
Interfone",R$ 2.500 /mês,R$ 379,Campinas,2022-05-11 22:34
2543193531,https://www.vivareal.com.br/imovel/apartamento-2-quartos-bosque-bairros-campinas-com-garagem-60m2-aluguel-RS1150-id-2543193531/,"Apartamento com 2 Quartos para Aluguel, 60m²","Rua Uruguaiana - Bosque, Campinas - SP",60,2 Quartos,2 Banheiros,1 Vaga,,R$ 1.150 /mês,R$ 330,Campinas,2022-05-11 22:34
2561221931,https://www.vivareal.com.br/imovel/apartamento-1-quartos-vila-itapura-bairros-campinas-com-garagem-32m2-aluguel-RS500-id-2561221931/,"Apartamento com Quarto para Aluguel, 32m²","Rua Coelho Neto, 123 - Vila Itapura, Campinas - SP",32,1 Quarto,1 Banheiro,1 Vaga,,R$ 500 /mês,R$ 389,Campinas,2022-05-11 22:34
2558092954,https://www.vivareal.com.br/imovel/apartamento-2-quartos-sao-bernardo-bairros-campinas-com-garagem-43m2-aluguel-RS800-id-2558092954/,"Apartamento com 2 Quartos para Aluguel, 43m²","Rua Professor Adalberto Nascimento, 581 - São Bernardo, Campinas - SP",43,2 Quartos,1 Banheiro,1 Vaga,Cozinha,R$ 800 /mês,R$ 345,Campinas,2022-05-11 22:34
