id,url,header,address,area,rooms,bathrooms,garages,amenities,price,condo,crawler,crawled_at
2555943358,https://www.vivareal.com.br/imovel/apartamento-2-quartos-centro-bairros-campinas-com-garagem-75m2-aluguel-RS1100-id-2555943358/,"Apartamento com 2 Quartos para Aluguel, 75m²","Rua Doutor Quirino - Centro, Campinas - SP",75,2 Quartos,1 Banheiro,1 Vaga,,R$ 1.100 /mês,R$ 540,Campinas,2022-05-11 22:34
2561509583,https://www.vivareal.com.br/imovel/apartamento-2-quartos-parque-industrial-bairros-campinas-com-garagem-46m2-aluguel-RS1450-id-2561509583/,"Apartamento com 2 Quartos para Aluguel, 46m²","Avenida João Batista Morato do Canto, 1441 - Parque Industrial, Campinas - SP",46,2 Quartos,1 Banheiro,1 Vaga,"Piscina para adulto
Churrasqueira
Academia
Piscina",R$ 1.450 /mês,R$ 290,Campinas,2022-05-11 22:34
2558907222,https://www.vivareal.com.br/imovel/apartamento-3-quartos-vila-brandina-bairros-campinas-com-garagem-116m2-aluguel-RS5000-id-2558907222/,"Apartamento com 3 Quartos para Aluguel, 116m²","Vila Brandina, Campinas - SP",116,3 Quartos,2 Banheiros,2 Vagas,"Churrasqueira
Piscina
Playground
Sauna",R$ 5.000 /mês,R$ 86.204,Campinas,2022-05-11 22:34
2560895889,https://www.vivareal.com.br/imovel/apartamento-2-quartos-mansoes-santo-antonio-bairros-campinas-com-garagem-73m2-aluguel-RS4050-id-2560895889/,"Apartamento com 2 Quartos para Aluguel, 73m²","Mansões Santo Antônio, Campinas - SP",73,2 Quartos,2 Banheiros,2 Vagas,"Piscina
Churrasqueira
Academia
Playground
Varanda gourmet
...",R$ 4.050 /mês,R$ 680,Campinas,2022-05-11 22:34
2556170922,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-do-lago-ii-bairros-campinas-com-garagem-60m2-aluguel-RS1000-id-2556170922/,"Apartamento com 2 Quartos para Aluguel, 60m²","Rua José Florence Teixeira, 1100 - Jardim do Lago II, Campinas - SP",60,2 Quartos,1 Banheiro,1 Vaga,"Cozinha
Interfone
Quadra poliesportiva
Varanda
Área de serviço",R$ 1.000 /mês,R$ 253,Campinas,2022-05-11 22:34
2513927291,https://www.vivareal.com.br/imovel/apartamento-2-quartos-centro-bairros-campinas-com-garagem-80m2-venda-RS280000-id-2513927291/,Apartamento com 2 Quartos para Venda/Aluguel 80m²,"Centro, Campinas - SP",80,2 Quartos,2 Banheiros,1 Vaga,Interfone,"R$ 1.000 /mês
R$ 280.000",R$ 509,Campinas,2022-05-11 22:34
2560818752,https://www.vivareal.com.br/imovel/apartamento-2-quartos-centro-bairros-campinas-78m2-aluguel-RS1100-id-2560818752/,"Apartamento com 2 Quartos para Aluguel, 78m²","Avenida Andrade Neves, 290 - Centro, Campinas - SP",78,2 Quartos,1 Banheiro,-- Vaga,"Lavanderia
Elevador
Condomínio fechado
Aceita animais",R$ 1.100 /mês,R$ 380,Campinas,2022-05-11 22:34
2558335932,https://www.vivareal.com.br/imovel/apartamento-1-quartos-taquaral-bairros-campinas-com-garagem-35m2-aluguel-RS2000-id-2558335932/,"Apartamento com Quarto para Aluguel, 35m²","Taquaral, Campinas - SP",35,1 Quarto,1 Banheiro,1 Vaga,"Cozinha
Elevador
Piscina
Área de serviço",R$ 2.000 /mês,R$ 547,Campinas,2022-05-11 22:34
2558611563,https://www.vivareal.com.br/imovel/apartamento-1-quartos-centro-bairros-campinas-30m2-aluguel-RS650-id-2558611563/,"Apartamento com Quarto para Aluguel, 30m²","Rua José Paulino, 2212 - Centro, Campinas - SP",30,1 Quarto,1 Banheiro,-- Vaga,"Cozinha
Elevador",R$ 650 /mês,R$ 327,Campinas,2022-05-11 22:34
2560390689,https://www.vivareal.com.br/imovel/apartamento-1-quartos-cambui-bairros-campinas-com-garagem-62m2-aluguel-RS2800-id-2560390689/,"Apartamento com Quarto para Aluguel, 62m²","Rua Dona Prisciliana Soares, 135 - Cambuí, Campinas - SP",62,1 Quarto,1 Banheiro,1 Vaga,"Conexão à internet
Cozinha
Mobiliado",R$ 2.800 /mês,R$ 950,Campinas,2022-05-11 22:34
2557474856,https://www.vivareal.com.br/imovel/apartamento-2-quartos-parque-taquaral-bairros-campinas-com-garagem-55m2-aluguel-RS2400-id-2557474856/,"Apartamento com 2 Quartos para Aluguel, 55m²","Rua Latino Coelho, 1301 - Parque Taquaral, Campinas - SP",55,2 Quartos,2 Banheiros,1 Vaga,,R$ 2.400 /mês,,Campinas,2022-05-11 22:34
2561497727,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-nova-europa-bairros-campinas-com-garagem-53m2-aluguel-RS1700-id-2561497727/,"Apartamento com 2 Quartos para Aluguel, 53m²","Avenida Baden Powell, 1211 - Jardim Nova Europa, Campinas - SP",53,2 Quartos,1 Banheiro,1 Vaga,"Piscina
Churrasqueira
Elevador
Varanda
Garagem
...",R$ 1.700 /mês,R$ 400,Campinas,2022-05-11 22:34
2556101713,https://www.vivareal.com.br/imovel/apartamento-3-quartos-centro-bairros-campinas-com-garagem-90m2-aluguel-RS1000-id-2556101713/,"Apartamento com 3 Quartos para Aluguel, 90m²","Centro, Campinas - SP",90,3 Quartos,2 Banheiros,1 Vaga,"Jardim
Elevador
Portão eletrônico
Portaria 24h
Aceita animais",R$ 1.000 /mês,R$ 682,Campinas,2022-05-11 22:34
2561254190,https://www.vivareal.com.br/imovel/apartamento-2-quartos-parque-jambeiro-bairros-campinas-com-garagem-50m2-aluguel-RS1300-id-2561254190/,"Apartamento com 2 Quartos para Aluguel, 50m²","Avenida São José dos Campos - Parque Jambeiro, Campinas - SP",50,2 Quartos,1 Banheiro,1 Vaga,"Churrasqueira
Condomínio fechado
Área de serviço
Quadra poliesportiva
Cozinha
...",R$ 1.300 /mês,R$ 260,Campinas,2022-05-11 22:34
2554874529,https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-flamboyant-bairros-campinas-com-garagem-75m2-venda-RS320000-id-2554874529/,Apartamento com 3 Quartos para Venda/Aluguel 75m²,"Avenida José Bonifácio - Jardim Flamboyant, Campinas - SP",75,3 Quartos,1 Banheiro,1 Vaga,Condomínio fechado,"R$ 980 /mês
R$ 320.000",R$ 586,Campinas,2022-05-11 22:34
2548323154,https://www.vivareal.com.br/imovel/apartamento-1-quartos-botafogo-bairros-campinas-com-garagem-55m2-aluguel-RS680-id-2548323154/,"Apartamento com Quarto para Aluguel, 55m²","Botafogo, Campinas - SP",55,1 Quarto,1 Banheiro,1 Vaga,Interfone,R$ 680 /mês,R$ 752,Campinas,2022-05-11 22:34
2521343398,https://www.vivareal.com.br/imovel/apartamento-3-quartos-cambui-bairros-campinas-com-garagem-100m2-venda-RS1270000-id-2521343398/,Apartamento com 3 Quartos para Venda/Aluguel 100m²,"Rua Santo Antônio, 338 - Cambuí, Campinas - SP",100,3 Quartos,4 Banheiros,2 Vagas,"Piscina
Mobiliado
Churrasqueira
Elevador
Varanda
...","R$ 6.000 /mês
R$ 1.270.000",R$ 1.200,Campinas,2022-05-11 22:34
2560237286,https://www.vivareal.com.br/imovel/apartamento-2-quartos-cambui-bairros-campinas-com-garagem-64m2-aluguel-RS2750-id-2560237286/,"Apartamento com 2 Quartos para Aluguel, 64m²","Rua Dona Josefina Sarmento, 367 - Cambuí, Campinas - SP",64,2 Quartos,3 Banheiros,2 Vagas,"Piscina para adulto
Varanda
Elevador
Piscina",R$ 2.750 /mês,R$ 783,Campinas,2022-05-11 22:34
2561152190,https://www.vivareal.com.br/imovel/apartamento-3-quartos-swiss-park-bairros-campinas-com-garagem-91m2-aluguel-RS4700-id-2561152190/,"Apartamento com 3 Quartos para Aluguel, 91m²","Avenida Dermival Bernardes Siqueira, 1874 - Swiss Park, Campinas - SP",91,3 Quartos,2 Banheiros,2 Vagas,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Quintal
...",R$ 4.700 /mês,R$ 699,Campinas,2022-05-11 22:34
2554226404,https://www.vivareal.com.br/imovel/apartamento-1-quartos-cambui-bairros-campinas-com-garagem-50m2-aluguel-RS650-id-2554226404/,"Apartamento com Quarto para Aluguel, 50m²","Cambuí, Campinas - SP",50,1 Quarto,1 Banheiro,1 Vaga,"Segurança 24h
Cozinha
Elevador
Interfone",R$ 650 /mês,R$ 513,Campinas,2022-05-11 22:34
2532253627,https://www.vivareal.com.br/imovel/apartamento-2-quartos-cambui-bairros-campinas-com-garagem-70m2-aluguel-RS1200-id-2532253627/,"Apartamento com 2 Quartos para Aluguel, 70m²","Avenida Júlio de Mesquita, 72 - Cambuí, Campinas - SP",70,2 Quartos,2 Banheiros,1 Vaga,,R$ 1.200 /mês,R$ 706,Campinas,2022-05-11 22:34
2560631191,https://www.vivareal.com.br/imovel/apartamento-1-quartos-taquaral-bairros-campinas-com-garagem-70m2-aluguel-RS2850-id-2560631191/,"Apartamento com Quarto para Aluguel, 70m²","Rua Henrique Schroeder, 320 - Taquaral, Campinas - SP",70,1 Quarto,2 Banheiros,1 Vaga,"Mobiliado
Lavanderia",R$ 2.850 /mês,R$ 489,Campinas,2022-05-11 22:34
2549579778,https://www.vivareal.com.br/imovel/apartamento-1-quartos-jardim-paraiso-bairros-campinas-com-garagem-61m2-aluguel-RS1800-id-2549579778/,"Apartamento com Quarto para Aluguel, 61m²","Jardim Paraíso, Campinas - SP",61,1 Quarto,1 Banheiro,1 Vaga,"Condomínio fechado
Portão eletrônico
Elevador
Aceita animais",R$ 1.800 /mês,,Campinas,2022-05-11 22:34
2555179313,https://www.vivareal.com.br/imovel/apartamento-1-quartos-vila-itapura-bairros-campinas-com-garagem-42m2-aluguel-RS2500-id-2555179313/,"Apartamento com Quarto para Aluguel, 42m²","Rua Álvaro Muller, 135 - Vila Itapura, Campinas - SP",42,1 Quarto,1 Banheiro,1 Vaga,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Academia
...",R$ 2.500 /mês,R$ 350,Campinas,2022-05-11 22:34
2556511284,https://www.vivareal.com.br/imovel/apartamento-3-quartos-parque-prado-bairros-campinas-com-garagem-162m2-venda-RS1650000-id-2556511284/,Apartamento com 3 Quartos para Venda/Aluguel 162m²,"Avenida Maria Emília Alves dos Santos de Ângelis, 660 - Parque Prado, Campinas - SP",162,3 Quartos,5 Banheiros,3 Vagas,"Piscina
Churrasqueira
Elevador
Garagem
Lavanderia","R$ 9.500 /mês
R$ 1.650.000",R$ 1.550,Campinas,2022-05-11 22:34
2561068055,https://www.vivareal.com.br/imovel/apartamento-2-quartos-centro-bairros-campinas-78m2-aluguel-RS1200-id-2561068055/,"Apartamento com 2 Quartos para Aluguel, 78m²","Rua Doutor Quirino, 650 - Centro, Campinas - SP",78,2 Quartos,2 Banheiros,-- Vaga,"Cozinha
Elevador
Área de serviço",R$ 1.200 /mês,R$ 540,Campinas,2022-05-11 22:34
2551142661,https://www.vivareal.com.br/imovel/apartamento-1-quartos-cambui-bairros-campinas-com-garagem-51m2-aluguel-RS2800-id-2551142661/,"Apartamento com Quarto para Aluguel, 51m²","Rua Major Solon, 616 - Cambuí, Campinas - SP",51,1 Quarto,2 Banheiros,1 Vaga,"Piscina
Churrasqueira
Academia
Varanda gourmet
Piscina para adulto
...",R$ 2.800 /mês,R$ 646,Campinas,2022-05-11 22:34
