id,url,header,address,area,rooms,bathrooms,garages,amenities,price,condo,crawler,crawled_at,neighborhood
2560233568,https://www.vivareal.com.br/imovel/apartamento-3-quartos-taquaral-bairros-campinas-com-garagem-75m2-aluguel-RS2950-id-2560233568/,"Apartamento com 3 Quartos para Aluguel, 75m²","Taquaral, Campinas - SP",75,3,2,2.0,"Piscina
Churrasqueira
Elevador
Varanda
Área de serviço
...",2950,725.0,Campinas,2022-05-11 22:33, SP
2560679391,https://www.vivareal.com.br/imovel/apartamento-3-quartos-swift-bairros-campinas-com-garagem-87m2-aluguel-RS3300-id-2560679391/,"Apartamento com 3 Quartos para Aluguel, 87m²","Rua Engenheiro Augusto de Figueiredo - Swift, Campinas - SP",87,3,3,2.0,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Academia
...",3300,670.0,Campinas,2022-05-11 22:33, Swift
2553939444,https://www.vivareal.com.br/imovel/apartamento-2-quartos-cambui-bairros-campinas-com-garagem-84m2-venda-RS535000-id-2553939444/,Apartamento com 2 Quartos para Venda/Aluguel 84m²,"Rua Olavo Bilac, 459 - Cambuí, Campinas - SP",84,2,1,1.0,Garagem,1800,800.0,Campinas,2022-05-11 22:33, Cambuí
2559282027,https://www.vivareal.com.br/imovel/apartamento-1-quartos-cambui-bairros-campinas-com-garagem-57m2-aluguel-RS3200-id-2559282027/,"Apartamento com Quarto para Aluguel, 57m²","Rua Doutor Sampaio Peixoto, 331 - Cambuí, Campinas - SP",57,1,2,1.0,"Piscina
Mobiliado
Churrasqueira
Academia
Playground
...",3200,435.0,Campinas,2022-05-11 22:33, Cambuí
2560435295,https://www.vivareal.com.br/imovel/apartamento-3-quartos-loteamento-parque-sao-martinho-bairros-campinas-com-garagem-64m2-venda-RS350000-id-2560435295/,Apartamento com 3 Quartos para Venda/Aluguel 64m²,"Loteamento Parque São Martinho, Campinas - SP",64,3,2,1.0,nan,1400,600.0,Campinas,2022-05-11 22:33, SP
2561525741,https://www.vivareal.com.br/imovel/apartamento-2-quartos-bosque-bairros-campinas-com-garagem-85m2-aluguel-RS1200-id-2561525741/,"Apartamento com 2 Quartos para Aluguel, 85m²","Rua Barão de Paranapanema - Bosque, Campinas - SP",85,2,2,1.0,nan,1200,542.0,Campinas,2022-05-11 22:33, Bosque
2559283412,https://www.vivareal.com.br/imovel/apartamento-1-quartos-cambui-bairros-campinas-com-garagem-60m2-aluguel-RS3000-id-2559283412/,"Apartamento com Quarto para Aluguel, 60m²","Rua Santo Antônio, 135 - Cambuí, Campinas - SP",60,1,2,1.0,"Piscina
Mobiliado
Closet
Lavanderia
Copa
...",3000,1100.0,Campinas,2022-05-11 22:33, Cambuí
2556257313,https://www.vivareal.com.br/imovel/apartamento-3-quartos-cambui-bairros-campinas-com-garagem-107m2-aluguel-RS4600-id-2556257313/,"Apartamento com 3 Quartos para Aluguel, 107m²","Rua Santo Antônio, 338 - Cambuí, Campinas - SP",107,3,4,2.0,"Piscina para adulto
Varanda gourmet
Lavanderia
Piscina",4600,1360.0,Campinas,2022-05-11 22:33, Cambuí
2554206102,https://www.vivareal.com.br/imovel/apartamento-2-quartos-parque-italia-bairros-campinas-com-garagem-55m2-aluguel-RS2550-id-2554206102/,"Apartamento com 2 Quartos para Aluguel, 55m²","Avenida das Amoreiras, 633 - Parque Itália, Campinas - SP",55,2,2,1.0,"Piscina
Churrasqueira
Academia
Espaço gourmet
Ar-condicionado
...",2550,436.0,Campinas,2022-05-11 22:33, Parque Itália
2557202937,https://www.vivareal.com.br/imovel/apartamento-2-quartos-vila-joao-jorge-bairros-campinas-com-garagem-92m2-aluguel-RS1250-id-2557202937/,"Apartamento com 2 Quartos para Aluguel, 92m²","Avenida General Carneiro, 576 - Vila João Jorge, Campinas - SP",92,2,2,1.0,"Playground
Condomínio fechado
Portão eletrônico
Portaria 24h",1250,436.0,Campinas,2022-05-11 22:33, Vila João Jorge
2561183762,https://www.vivareal.com.br/imovel/apartamento-3-quartos-chacara-da-barra-bairros-campinas-com-garagem-75m2-aluguel-RS1900-id-2561183762/,"Apartamento com 3 Quartos para Aluguel, 75m²","Avenida Doutor Jesuíno Marcondes Machado, 2201 - Chácara da Barra, Campinas - SP",75,3,2,1.0,Varanda,1900,770.0,Campinas,2022-05-11 22:33, Chácara da Barra
2558672216,https://www.vivareal.com.br/imovel/apartamento-3-quartos-mansoes-santo-antonio-bairros-campinas-com-garagem-111m2-aluguel-RS3200-id-2558672216/,"Apartamento com 3 Quartos para Aluguel, 111m²","Mansões Santo Antônio, Campinas - SP",111,3,2,3.0,Piscina,3200,500.0,Campinas,2022-05-11 22:33, SP
2560232997,https://www.vivareal.com.br/imovel/apartamento-1-quartos-cambui-bairros-campinas-com-garagem-47m2-aluguel-RS2500-id-2560232997/,"Apartamento com Quarto para Aluguel, 47m²","Cambuí, Campinas - SP",47,1,2,1.0,"Piscina
Elevador
Varanda
Ar-condicionado
Área de serviço
...",2500,590.0,Campinas,2022-05-11 22:33, SP
2561166268,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-von-zuben-bairros-campinas-com-garagem-61m2-aluguel-RS850-id-2561166268/,"Apartamento com 2 Quartos para Aluguel, 61m²","Avenida Engenheiro Antônio Francisco de Paula Souza, 3008 - Jardim Von Zuben, Campinas - SP",61,2,1,1.0,"Piscina
Churrasqueira
Condomínio fechado
Academia",850,435.0,Campinas,2022-05-11 22:33, Jardim Von Zuben
